timestamp,regiao,consumo,capacidade,prioridade,custo,criticidade
2026-01-04 00:00,Oeste,94.8,162.84,4,41.09,134.8
2026-01-04 01:00,Sul,72.84,182.53,2,31.6,92.84
2026-01-04 02:00,Leste,83.77,167.22,1,73.73,93.77
2026-01-04 03:00,Norte,82.29,174.41,5,41.04,132.29
2026-01-04 04:00,Leste,149.66,186.38,2,97.03,169.66
2026-01-04 05:00,Leste,132.72,164.81,3,97.83,162.72
2026-01-04 06:00,Centro,33.65,176.81,1,17.87,43.65
2026-01-04 07:00,Centro,102.77,164.2,4,30.94,142.77
2026-01-04 08:00,Norte,77.07,127.16,2,39.96,97.07
2026-01-04 09:00,Norte,153.42,149.34,5,74.92,215.66
2026-01-04 10:00,Leste,96.01,147.55,3,67.22,126.01
2026-01-04 11:00,Oeste,82.88,167.23,2,34.4,102.88
2026-01-04 12:00,Oeste,76.2,130.93,5,48.88,126.2
2026-01-04 13:00,Centro,99.32,159.87,3,42.32,129.32
2026-01-04 14:00,Sul,82.72,151.78,4,46.76,122.72
2026-01-04 15:00,Leste,55.69,158.13,2,38.72,75.69
2026-01-04 16:00,Sul,64.77,157.94,3,23.06,94.77
2026-01-04 17:00,Norte,91.68,150.53,2,35.61,111.68
2026-01-04 18:00,Centro,100.92,177.02,1,57.85,110.92
2026-01-04 19:00,Sul,113.2,181.76,4,61.11,153.2
2026-01-04 20:00,Sul,98.53,158.69,1,75.58,108.53
2026-01-04 21:00,Centro,128.26,193.74,5,74.23,178.26
2026-01-04 22:00,Oeste,100.24,189.13,4,38.09,140.24
2026-01-04 23:00,Oeste,63.23,121.28,5,31.01,113.23
2026-01-05 00:00,Centro,69.72,144.45,5,38.77,119.72
2026-01-05 01:00,Sul,86.12,162.94,4,49.09,126.12
2026-01-05 02:00,Sul,110.78,149.79,5,65.45,160.78
2026-01-05 03:00,Leste,98.45,165.95,3,43.39,128.45
2026-01-05 04:00,Oeste,86.78,176.93,2,33.89,106.78
2026-01-05 05:00,Leste,86.5,137.96,1,47.48,96.5
2026-01-05 06:00,Oeste,75.0,155.89,2,59.98,95.0
2026-01-05 07:00,Centro,127.37,148.82,1,103.68,137.37
2026-01-05 08:00,Oeste,98.01,161.11,3,46.96,128.01
2026-01-05 09:00,Centro,137.47,130.43,4,85.63,198.6
2026-01-05 10:00,Oeste,116.46,129.52,4,50.27,156.46
2026-01-05 11:00,Oeste,75.29,161.34,4,55.3,115.29
2026-01-05 12:00,Oeste,161.47,139.59,5,51.05,277.12
2026-01-05 13:00,Sul,69.1,147.92,1,47.38,79.1
2026-01-05 14:00,Sul,110.61,152.95,3,58.34,140.61
2026-01-05 15:00,Oeste,78.23,163.82,4,36.53,118.23
2026-01-05 16:00,Norte,99.85,166.2,1,74.83,109.85
2026-01-05 17:00,Norte,123.2,159.99,1,94.71,133.2
2026-01-05 18:00,Centro,101.63,123.34,2,81.66,121.63
2026-01-05 19:00,Sul,107.48,166.37,1,68.61,117.48
2026-01-05 20:00,Centro,81.23,162.52,3,32.54,111.23
2026-01-05 21:00,Norte,138.77,154.61,2,121.96,158.77
2026-01-05 22:00,Oeste,49.4,143.63,5,34.9,99.4
2026-01-05 23:00,Sul,68.45,174.37,1,44.85,78.45
2026-01-06 00:00,Centro,134.5,175.42,5,105.36,184.5
2026-01-06 01:00,Norte,104.7,146.44,4,72.97,144.7
2026-01-06 02:00,Norte,77.17,159.49,4,61.23,117.17
2026-01-06 03:00,Oeste,78.33,165.77,4,56.74,118.33
2026-01-06 04:00,Centro,113.59,176.29,3,76.06,143.59
2026-01-06 05:00,Sul,104.31,143.43,5,48.09,154.31
2026-01-06 06:00,Oeste,105.17,154.42,4,46.94,145.17
2026-01-06 07:00,Leste,66.38,150.53,3,21.06,96.38
2026-01-06 08:00,Centro,107.17,169.42,3,54.04,137.17
2026-01-06 09:00,Sul,93.93,148.5,1,57.3,103.93
2026-01-06 10:00,Sul,134.26,172.26,4,85.0,174.26
2026-01-06 11:00,Norte,86.87,139.87,4,49.42,126.87
2026-01-06 12:00,Centro,114.76,165.86,2,55.51,134.76
2026-01-06 13:00,Centro,78.41,173.97,3,43.54,108.41
2026-01-06 14:00,Sul,81.07,180.42,3,39.23,111.07
2026-01-06 15:00,Sul,111.87,166.75,1,83.43,121.87
2026-01-06 16:00,Centro,114.71,182.93,3,84.28,144.71
2026-01-06 17:00,Leste,42.42,135.95,2,20.27,62.42
2026-01-06 18:00,Norte,101.81,162.29,5,38.28,151.81
2026-01-06 19:00,Oeste,131.33,156.94,2,89.66,151.33
2026-01-06 20:00,Oeste,103.14,161.42,3,59.99,133.14
2026-01-06 21:00,Oeste,65.0,192.77,3,56.2,95.0
2026-01-06 22:00,Norte,106.93,163.62,4,36.83,146.93
2026-01-06 23:00,Sul,126.43,182.33,3,44.39,156.43
2026-01-07 00:00,Centro,131.27,177.28,5,86.33,181.27
2026-01-07 01:00,Leste,104.63,178.03,4,88.42,144.63
2026-01-07 02:00,Norte,148.44,124.94,3,95.18,248.93
2026-01-07 03:00,Leste,68.32,144.35,2,46.14,88.32
2026-01-07 04:00,Sul,92.2,152.58,2,58.2,112.2
2026-01-07 05:00,Norte,127.35,160.28,5,74.11,177.35
2026-01-07 06:00,Sul,104.55,183.34,4,35.83,144.55
2026-01-07 07:00,Sul,139.09,147.85,5,96.9,189.09
2026-01-07 08:00,Sul,72.05,168.53,2,60.89,92.05
2026-01-07 09:00,Centro,113.57,163.92,3,74.62,143.57
2026-01-07 10:00,Oeste,123.66,152.33,4,88.19,163.66
2026-01-07 11:00,Centro,127.57,153.77,4,71.78,167.57
2026-01-07 12:00,Norte,125.76,163.95,3,83.28,155.76
2026-01-07 13:00,Norte,153.68,180.82,5,100.24,203.68
2026-01-07 14:00,Sul,137.34,159.94,3,88.69,167.34
2026-01-07 15:00,Centro,64.32,164.01,3,26.3,94.32
2026-01-07 16:00,Oeste,57.8,170.79,1,33.64,67.8
2026-01-07 17:00,Oeste,81.39,179.35,2,40.52,101.39
2026-01-07 18:00,Norte,85.67,195.11,5,27.59,135.67
2026-01-07 19:00,Norte,91.29,172.18,4,74.76,131.29
2026-01-07 20:00,Centro,82.86,144.31,4,27.55,122.86
2026-01-07 21:00,Sul,72.86,179.24,4,55.08,112.86
2026-01-07 22:00,Oeste,98.58,167.9,3,55.49,128.58
2026-01-07 23:00,Sul,148.6,187.88,5,115.85,198.6
2026-01-08 00:00,Norte,98.45,162.31,4,35.04,138.45
2026-01-08 01:00,Leste,87.87,161.8,2,52.63,107.87
2026-01-08 02:00,Sul,80.05,159.33,4,71.1,120.05
2026-01-08 03:00,Centro,86.54,162.25,2,73.83,106.54
2026-01-08 04:00,Oeste,99.68,151.88,1,46.43,109.68
2026-01-08 05:00,Leste,76.44,182.31,3,60.57,106.44
2026-01-08 06:00,Oeste,92.86,131.73,5,83.51,142.86
2026-01-08 07:00,Centro,118.02,147.78,4,59.84,158.02
2026-01-08 08:00,Sul,101.97,145.45,3,83.79,131.97
2026-01-08 09:00,Oeste,83.59,155.23,4,27.27,123.59
2026-01-08 10:00,Sul,87.32,133.68,4,77.98,127.32
2026-01-08 11:00,Leste,93.14,160.12,5,81.89,143.14
2026-01-08 12:00,Oeste,134.78,137.7,4,48.5,174.78
2026-01-08 13:00,Leste,113.88,160.81,2,39.28,133.88
2026-01-08 14:00,Centro,79.72,179.57,1,64.65,89.72
2026-01-08 15:00,Norte,84.1,168.96,4,69.25,124.1
2026-01-08 16:00,Norte,86.47,152.62,3,77.69,116.47
2026-01-08 17:00,Leste,89.58,162.75,1,50.72,99.58
2026-01-08 18:00,Leste,186.3,157.38,1,88.68,283.08
2026-01-08 19:00,Sul,163.04,164.74,4,104.27,203.04
2026-01-08 20:00,Sul,184.89,165.33,4,124.21,283.55
2026-01-08 21:00,Leste,146.93,160.29,2,84.73,166.93
2026-01-08 22:00,Centro,64.12,165.59,4,53.91,104.12
2026-01-08 23:00,Leste,114.75,173.56,3,102.43,144.75
2026-01-09 00:00,Leste,83.12,147.92,3,47.72,113.12
2026-01-09 01:00,Oeste,107.73,174.04,4,39.21,147.73
2026-01-09 02:00,Oeste,70.59,151.43,3,22.11,100.59
2026-01-09 03:00,Oeste,95.05,179.15,1,80.45,105.05
2026-01-09 04:00,Leste,126.85,131.89,2,84.26,146.85
2026-01-09 05:00,Sul,103.14,169.56,3,72.89,133.14
2026-01-09 06:00,Oeste,62.57,136.6,1,30.37,72.57
2026-01-09 07:00,Leste,123.3,162.97,2,43.66,143.3
2026-01-09 08:00,Centro,87.99,173.77,2,33.37,107.99
2026-01-09 09:00,Sul,117.03,149.97,5,99.25,167.03
2026-01-09 10:00,Leste,97.96,187.96,4,86.24,137.96
2026-01-09 11:00,Norte,99.51,146.36,1,57.81,109.51
2026-01-09 12:00,Centro,141.29,190.24,4,124.39,181.29
2026-01-09 13:00,Norte,70.6,179.81,1,32.38,80.6
2026-01-09 14:00,Leste,64.13,166.28,3,41.73,94.13
2026-01-09 15:00,Centro,114.18,166.89,1,76.7,124.18
2026-01-09 16:00,Oeste,83.85,178.16,1,57.12,93.85
2026-01-09 17:00,Norte,117.86,153.14,4,43.61,157.86
2026-01-09 18:00,Sul,120.1,155.77,4,44.4,160.1
2026-01-09 19:00,Centro,110.25,154.73,4,57.62,150.25
2026-01-09 20:00,Norte,64.03,172.02,2,53.23,84.03
2026-01-09 21:00,Leste,117.35,142.06,3,37.51,147.35
2026-01-09 22:00,Norte,105.54,175.93,2,85.83,125.54
2026-01-09 23:00,Leste,123.75,158.28,3,41.62,153.75
2026-01-10 00:00,Sul,104.71,167.12,4,37.17,144.71
2026-01-10 01:00,Leste,78.79,144.28,1,26.03,88.79
2026-01-10 02:00,Centro,100.52,167.78,5,42.53,150.52
2026-01-10 03:00,Sul,104.64,170.09,2,52.02,124.64
2026-01-10 04:00,Sul,108.09,140.4,3,88.1,138.09
2026-01-10 05:00,Norte,131.07,158.54,2,47.97,151.07
2026-01-10 06:00,Norte,115.92,170.41,2,75.73,135.92
2026-01-10 07:00,Norte,103.76,164.37,4,63.88,143.76
2026-01-10 08:00,Oeste,57.11,163.87,5,37.47,107.11
2026-01-10 09:00,Centro,39.73,159.13,1,29.25,49.73
2026-01-10 10:00,Oeste,88.56,180.42,1,29.8,98.56
2026-01-10 11:00,Oeste,115.13,147.05,1,68.4,125.13
2026-01-10 12:00,Sul,109.19,162.74,5,42.47,159.19
2026-01-10 13:00,Oeste,94.46,180.98,5,68.7,144.46
2026-01-10 14:00,Oeste,130.73,159.38,4,78.87,170.73
2026-01-10 15:00,Sul,131.58,173.62,5,96.38,181.58
2026-01-10 16:00,Oeste,52.65,173.35,4,26.5,92.65
2026-01-10 17:00,Leste,67.48,174.42,3,37.52,97.48
2026-01-10 18:00,Norte,89.87,166.13,4,30.58,129.87
2026-01-10 19:00,Centro,109.39,163.74,3,86.1,139.39
2026-01-10 20:00,Norte,158.23,173.83,5,78.77,208.23
2026-01-10 21:00,Norte,56.93,176.22,4,46.73,96.93
2026-01-10 22:00,Centro,133.2,155.99,3,48.24,163.2
2026-01-10 23:00,Leste,108.48,181.34,2,87.69,128.48
2026-01-11 00:00,Oeste,113.5,148.14,3,73.14,143.5
2026-01-11 01:00,Centro,138.13,126.41,5,92.29,223.3
2026-01-11 02:00,Leste,156.73,165.67,3,49.74,186.73
2026-01-11 03:00,Sul,93.71,147.67,3,47.85,123.71
2026-01-11 04:00,Norte,122.1,145.85,4,41.73,162.1
2026-01-11 05:00,Leste,125.77,170.05,4,69.41,165.77
2026-01-11 06:00,Centro,111.87,170.83,3,85.71,141.87
2026-01-11 07:00,Centro,57.36,142.33,2,22.63,77.36
2026-01-11 08:00,Oeste,109.81,161.9,4,76.56,149.81
2026-01-11 09:00,Norte,79.78,150.33,2,60.07,99.78
2026-01-11 10:00,Leste,93.18,166.01,5,55.16,143.18
2026-01-11 11:00,Sul,124.06,164.24,5,41.3,174.06
2026-01-11 12:00,Leste,94.53,169.8,2,71.7,114.53
2026-01-11 13:00,Oeste,98.53,161.65,4,39.95,138.53
2026-01-11 14:00,Leste,82.3,157.79,5,65.84,132.3
2026-01-11 15:00,Oeste,144.72,173.06,1,81.29,154.72
2026-01-11 16:00,Oeste,143.78,145.81,5,80.17,193.78
2026-01-11 17:00,Leste,93.46,144.9,1,50.75,103.46
2026-01-11 18:00,Leste,128.62,192.13,4,102.8,168.62
2026-01-11 19:00,Oeste,141.02,175.22,2,79.17,161.02
2026-01-11 20:00,Sul,75.19,157.74,3,56.2,105.19
2026-01-11 21:00,Centro,92.44,167.89,5,62.85,142.44
2026-01-11 22:00,Sul,45.75,157.96,3,23.36,75.75
2026-01-11 23:00,Sul,101.21,168.41,2,40.9,121.21
2026-01-12 00:00,Oeste,102.34,138.15,2,89.12,122.34
2026-01-12 01:00,Centro,68.62,164.34,5,39.07,118.62
2026-01-12 02:00,Leste,54.3,125.56,3,44.45,84.3
2026-01-12 03:00,Leste,105.48,164.58,4,71.6,145.48
2026-01-12 04:00,Oeste,80.45,152.41,1,39.12,90.45
2026-01-12 05:00,Norte,123.31,163.37,3,42.67,153.31
2026-01-12 06:00,Norte,77.7,148.2,4,50.36,117.7
2026-01-12 07:00,Oeste,56.7,168.49,2,27.95,76.7
2026-01-12 08:00,Leste,37.12,159.68,4,13.44,77.12
2026-01-12 09:00,Oeste,110.43,159.3,2,35.72,130.43
2026-01-12 10:00,Leste,130.42,158.97,5,51.55,180.42
2026-01-12 11:00,Norte,121.53,152.68,3,85.96,151.53
2026-01-12 12:00,Centro,108.81,139.0,1,54.17,118.81
2026-01-12 13:00,Leste,91.11,148.96,5,75.07,141.11
2026-01-12 14:00,Oeste,132.17,170.85,3,64.25,162.17
2026-01-12 15:00,Oeste,127.07,177.07,1,61.73,137.07
2026-01-12 16:00,Centro,86.16,149.5,2,60.49,106.16
2026-01-12 17:00,Leste,131.01,172.38,5,67.75,181.01
2026-01-12 18:00,Oeste,77.79,194.37,3,67.57,107.79
2026-01-12 19:00,Norte,141.15,224.72,2,48.88,161.15
2026-01-12 20:00,Leste,68.89,159.1,5,22.23,118.89
2026-01-12 21:00,Sul,124.74,145.41,5,65.62,174.74
2026-01-12 22:00,Sul,116.17,180.91,5,91.24,166.17
2026-01-12 23:00,Sul,98.65,155.59,3,69.63,128.65
2026-01-13 00:00,Sul,133.71,156.09,4,58.89,173.71
2026-01-13 01:00,Sul,83.41,185.4,4,70.26,123.41
2026-01-13 02:00,Leste,59.11,186.85,4,34.1,99.11
2026-01-13 03:00,Sul,105.2,142.54,4,92.55,145.2
2026-01-13 04:00,Oeste,104.32,152.23,3,34.56,134.32
2026-01-13 05:00,Centro,122.36,146.44,1,88.93,132.36
2026-01-13 06:00,Centro,112.16,150.11,2,52.01,132.16
2026-01-13 07:00,Leste,116.12,172.86,2,91.74,136.12
2026-01-13 08:00,Sul,123.45,153.43,4,74.22,163.45
2026-01-13 09:00,Norte,92.21,164.06,2,29.22,112.21
2026-01-13 10:00,Leste,119.25,141.59,2,45.62,139.25
2026-01-13 11:00,Oeste,124.55,151.59,2,94.07,144.55
2026-01-13 12:00,Sul,97.57,160.49,1,30.38,107.57
2026-01-13 13:00,Norte,116.05,143.71,5,71.56,166.05
2026-01-13 14:00,Oeste,103.01,149.1,1,33.86,113.01
2026-01-13 15:00,Oeste,77.57,143.95,1,28.43,87.57
2026-01-13 16:00,Sul,96.26,158.44,5,62.09,146.26
2026-01-13 17:00,Oeste,99.64,160.81,3,44.27,129.64
2026-01-13 18:00,Norte,114.25,180.58,5,101.09,164.25
2026-01-13 19:00,Oeste,130.0,154.57,5,82.22,180.0
2026-01-13 20:00,Leste,105.22,156.8,4,93.5,145.22
2026-01-13 21:00,Norte,99.6,145.9,1,50.49,109.6
2026-01-13 22:00,Leste,105.49,135.77,3,40.09,135.49
2026-01-13 23:00,Oeste,56.08,152.16,2,44.77,76.08
2026-01-14 00:00,Norte,128.32,157.94,2,100.98,148.32
2026-01-14 01:00,Norte,87.31,124.84,1,41.56,97.31
2026-01-14 02:00,Centro,113.3,129.79,3,97.44,143.3
2026-01-14 03:00,Sul,63.12,176.46,4,28.53,103.12
2026-01-14 04:00,Leste,88.8,189.1,1,72.77,98.8
2026-01-14 05:00,Oeste,93.49,186.6,4,77.94,133.49
2026-01-14 06:00,Oeste,119.5,150.88,2,71.43,139.5
2026-01-14 07:00,Oeste,69.97,179.84,3,54.63,99.97
2026-01-14 08:00,Leste,129.87,169.69,2,81.46,149.87
2026-01-14 09:00,Centro,117.81,168.04,3,57.01,147.81
2026-01-14 10:00,Norte,96.95,151.13,4,49.54,136.95
2026-01-14 11:00,Leste,92.01,127.31,5,82.7,142.01
2026-01-14 12:00,Oeste,71.67,139.59,1,24.73,81.67
2026-01-14 13:00,Sul,70.65,180.41,2,61.58,90.65
2026-01-14 14:00,Norte,121.87,141.62,4,39.11,161.87
2026-01-14 15:00,Centro,103.16,181.51,3,54.65,133.16
2026-01-14 16:00,Leste,114.13,161.75,4,99.21,154.13
2026-01-14 17:00,Oeste,90.61,162.07,2,55.97,110.61
2026-01-14 18:00,Sul,92.05,171.15,1,29.04,102.05
2026-01-14 19:00,Leste,75.27,160.09,5,27.9,125.27
2026-01-14 20:00,Oeste,95.05,150.01,5,44.8,145.05
2026-01-14 21:00,Oeste,104.16,167.71,1,59.5,114.16
2026-01-14 22:00,Norte,145.59,159.53,3,102.02,175.59
2026-01-14 23:00,Sul,80.31,156.16,3,65.11,110.31
2026-01-15 00:00,Sul,108.08,142.79,1,96.31,118.08
2026-01-15 01:00,Leste,102.43,177.45,3,64.78,132.43
2026-01-15 02:00,Norte,30.12,168.71,2,20.09,50.12
2026-01-15 03:00,Oeste,123.07,166.07,4,75.74,163.07
2026-01-15 04:00,Oeste,104.35,154.74,3,71.52,134.35
2026-01-15 05:00,Centro,70.52,163.86,2,58.3,90.52
2026-01-15 06:00,Norte,89.88,152.68,2,50.3,109.88
2026-01-15 07:00,Leste,114.78,144.19,3,45.78,144.78
2026-01-15 08:00,Norte,116.39,155.73,5,97.41,166.39
2026-01-15 09:00,Leste,99.86,181.3,5,46.4,149.86
2026-01-15 10:00,Centro,91.67,155.62,2,60.05,111.67
2026-01-15 11:00,Centro,120.76,178.13,5,60.69,170.76
2026-01-15 12:00,Centro,148.26,167.67,1,48.52,158.26
2026-01-15 13:00,Norte,98.42,170.28,5,54.13,148.42
2026-01-15 14:00,Leste,64.88,160.26,3,44.46,94.88
2026-01-15 15:00,Norte,55.08,162.9,4,26.35,95.08
2026-01-15 16:00,Sul,94.48,151.85,4,55.8,134.48
2026-01-15 17:00,Leste,92.53,167.05,3,68.52,122.53
2026-01-15 18:00,Norte,193.08,158.78,3,117.58,325.98
2026-01-15 19:00,Sul,168.21,175.25,3,95.84,198.21
2026-01-15 20:00,Oeste,196.99,167.1,4,161.23,326.66
2026-01-15 21:00,Centro,180.54,190.03,2,142.28,200.54
2026-01-15 22:00,Centro,97.07,150.43,2,58.14,117.07
2026-01-15 23:00,Oeste,49.72,166.38,4,15.61,89.72
2026-01-16 00:00,Norte,34.83,158.66,2,22.64,54.83
2026-01-16 01:00,Norte,127.76,165.47,4,60.23,167.76
2026-01-16 02:00,Oeste,115.22,146.95,3,84.86,145.22
2026-01-16 03:00,Leste,83.16,171.32,5,52.98,133.16
2026-01-16 04:00,Centro,90.77,158.08,5,51.76,140.77
2026-01-16 05:00,Norte,86.05,204.31,5,31.95,136.05
2026-01-16 06:00,Leste,65.03,176.51,3,41.27,95.03
2026-01-16 07:00,Norte,100.52,150.01,5,54.36,150.52
2026-01-16 08:00,Centro,113.03,162.29,3,88.43,143.03
2026-01-16 09:00,Centro,67.11,165.47,5,25.76,117.11
2026-01-16 10:00,Leste,89.57,173.62,5,66.61,139.57
2026-01-16 11:00,Centro,75.26,150.09,5,46.62,125.26
2026-01-16 12:00,Norte,85.85,186.25,3,42.82,115.85
2026-01-16 13:00,Leste,132.83,157.5,1,87.42,142.83
2026-01-16 14:00,Norte,142.76,154.61,5,92.31,192.76
2026-01-16 15:00,Oeste,86.77,155.4,5,66.36,136.77
2026-01-16 16:00,Norte,122.63,178.15,1,78.92,132.63
2026-01-16 17:00,Sul,109.8,175.07,4,42.92,149.8
2026-01-16 18:00,Norte,63.49,173.83,4,52.29,103.49
2026-01-16 19:00,Oeste,91.71,142.56,5,45.4,141.71
2026-01-16 20:00,Centro,78.58,157.93,2,45.25,98.58
2026-01-16 21:00,Sul,87.18,171.73,3,58.07,117.18
2026-01-16 22:00,Leste,119.5,156.79,3,51.97,149.5
2026-01-16 23:00,Leste,105.18,136.77,4,51.56,145.18
2026-01-17 00:00,Centro,45.8,147.01,3,21.65,75.8
2026-01-17 01:00,Sul,89.13,146.87,4,70.5,129.13
2026-01-17 02:00,Oeste,94.82,171.96,1,48.15,104.82
2026-01-17 03:00,Centro,76.9,139.34,2,32.39,96.9
2026-01-17 04:00,Centro,95.75,179.1,3,36.61,125.75
2026-01-17 05:00,Centro,98.94,148.92,1,69.45,108.94
2026-01-17 06:00,Oeste,102.77,170.79,1,56.32,112.77
2026-01-17 07:00,Sul,134.63,175.2,1,118.3,144.63
2026-01-17 08:00,Sul,51.26,179.37,4,30.06,91.26
2026-01-17 09:00,Norte,100.76,147.66,3,69.28,130.76
2026-01-17 10:00,Sul,89.53,151.09,1,75.92,99.53
2026-01-17 11:00,Oeste,58.54,174.11,1,52.58,68.54
2026-01-17 12:00,Norte,103.79,150.64,3,85.74,133.79
2026-01-17 13:00,Centro,89.83,179.45,3,42.29,119.83
2026-01-17 14:00,Oeste,48.16,155.21,2,39.04,68.16
2026-01-17 15:00,Oeste,93.5,187.01,3,37.16,123.5
2026-01-17 16:00,Leste,76.25,140.83,1,56.58,86.25
2026-01-17 17:00,Oeste,61.69,149.57,2,41.12,81.69
2026-01-17 18:00,Norte,113.99,144.02,1,61.61,123.99
2026-01-17 19:00,Norte,105.48,167.57,3,90.87,135.48
2026-01-17 20:00,Leste,98.76,170.97,3,86.16,128.76
2026-01-17 21:00,Sul,71.67,150.31,3,49.61,101.67
2026-01-17 22:00,Centro,111.6,162.86,3,44.17,141.6
2026-01-17 23:00,Leste,146.31,145.42,3,104.49,178.95
2026-01-18 00:00,Oeste,88.11,167.84,2,51.71,108.11
2026-01-18 01:00,Oeste,99.51,139.54,4,71.77,139.51
2026-01-18 02:00,Centro,102.08,133.03,2,77.28,122.08
2026-01-18 03:00,Leste,107.22,155.57,4,66.14,147.22
2026-01-18 04:00,Centro,128.42,169.11,1,102.38,138.42
2026-01-18 05:00,Centro,109.18,177.77,2,54.25,129.18
2026-01-18 06:00,Centro,64.74,168.1,5,38.41,114.74
2026-01-18 07:00,Oeste,92.03,161.7,2,55.95,112.03
2026-01-18 08:00,Oeste,70.56,152.5,3,51.79,100.56
2026-01-18 09:00,Norte,99.95,161.17,2,64.66,119.95
2026-01-18 10:00,Norte,65.56,170.74,5,58.77,115.56
